Icon,Name,Description,SP,Exclusive
,Atk/Spd Link 4,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Atk/Spd+6 and【Canto (１)】to unit and target ally or unit and targeting ally for 1 turn. Inflicts Spd-4 and Def/Res-2 on foe and unit deals +X damage during combat (X = highest total Atk+Spd bonuses among unit and allies with【Canto (１)】active; excluding area-of-effect Specials).【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,No
,Atk/Spd Ruse 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk/Spd-1 and【Guard】on foes in cardinal directions of unit and target through their next actions.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",60,No
,Atk/Spd Ruse 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk/Spd-3 and【Guard】on foes in cardinal directions of unit and target through their next actions.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",120,No
,Atk/Spd Ruse 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk/Spd-5 and【Guard】on foes in cardinal directions of unit and target through their next actions.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",240,No
,Atk/Spd Ruse 4,"Inflicts Atk/Spd-4 on foe during combat. If a Rally Assist skill is used by unit or targets unit, inflicts Atk/Spd-6,【Guard】, 【Discord】, and【Schism】on foes in cardinal directions of unit and target through their next actions.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)【Discord】Inflicts Atk/Spd/Def/Res-X on unit during combat (X = 2 + number of allies within 2 spaces of unit; max 5) through its next action.【Schism】Neutralizes Triangle Attack, Dual Strike, and Pathfinder effects active on unit through unit's next action. Unit is excluded from ally Triangle Attack and Dual Strike effects calculated using numbers of allies. When this status (Schism) is neutralized, Triangle Attack, Dual Strike, and Pathfinder effects are also neutralized.",300,No
,Atk/Spd Snag 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Atk/Spd-2 on nearest foes within 4 spaces of both unit and target through their next actions.",60,No
,Atk/Spd Snag 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Atk/Spd-4 on nearest foes within 4 spaces of both unit and target through their next actions.",120,No
,Atk/Spd Snag 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Atk/Spd-6 on nearest foes within 4 spaces of both unit and target through their next actions.",240,No
,Atrocity II,"At start of combat, if foe's HP ≥ 40%, inflicts Atk/Spd/Def-4 on foe, deals damage = 25% of unit's Atk (excluding area-of-effect Specials), and reduces damage from foe's first attack by 40% during combat, and also, after combat, inflicts Atk/Spd/Def/Res-6 and【Guard】 on target and foes within 3 spaces of target through their next actions and inflicts Special cooldown count+1 on those foes (no effect on Special cooldown counts already at maximum).【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",300,Yes
,Atrocity,"At start of combat, if foe's HP ≥ 50%, deals damage = 25% of unit's Atk, and after combat, inflicts Atk/Spd/Def/Res-5 on target and foes within 2 spaces of target through their next actions and inflicts Special cooldown count+1 on those foes. (No effect on Special cooldown counts already at maximum.)",300,Yes
,Axebreaker 1,"If unit's HP ≥ 90% in combat against an axe foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",50,No
,Axebreaker 2,"If unit's HP ≥ 70% in combat against an axe foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",100,No
,Axebreaker 3,"If unit's HP ≥ 50% in combat against an axe foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",200,No
,B Tomebreaker 1,"If unit's HP ≥ 90% in combat against a blue tome foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",50,No
,B Tomebreaker 2,"If unit's HP ≥ 70% in combat against a blue tome foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",100,No
,B Tomebreaker 3,"If unit's HP ≥ 50% in combat against a blue tome foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",200,No
,Barbarity,"At start of combat, if foe's HP ≥ 25%, inflicts Atk/Spd/Def-4 on foe during combat, deals damage = 25% of unit's Atk (excluding area-of-effect Specials), and reduces damage from foe's first attack by 40% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and also, after combat, grants【Vantage】and【Dodge】 to unit and inflicts Atk/Spd/Def/Res-6 on target and foes within 3 spaces of target through their next actions.【Vantage】If foe initiates combat, unit can counterattack before foe's first attack for 1 turn.【Dodge】If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%).",300,Yes
,Beast Agility 1,"If unit's HP = 100%, removes the condition to transform. If unit's Spd ≥ foe's Spd+13, neutralizes effects that prevent unit's follow-up attacks during combat.",60,No
,Beast Agility 2,"If unit's HP ≥ 50%, removes the condition to transform. If unit's Spd ≥ foe's Spd+7, neutralizes effects that prevent unit's follow-up attacks during combat.",120,No
,Beast Agility 3,"Removes the condition to transform. If unit's Spd > foe's Spd, neutralizes effects that prevent unit's follow-up attacks during combat.",240,No
,Beast Agility 4,"Removes the condition to transform. Inflicts Spd/Def-4 on foe during combat, and if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat, and unit deals damage = 10% of unit's Spd (excluding when dealing damage with an area-of-effect Special).",300,No
,Beast Assault 1,"If unit's HP = 100%, removes the condition to transform.Reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 20% during combat (excluding area-of-effect Specials).",60,No
,Beast Assault 2,"If unit's HP ≥ 50%, removes the condition to transform.Reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 30% during combat (excluding area-of-effect Specials).",120,No
,Beast Assault 3,"Removes the condition to transform.Reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 40% during combat (excluding area-of-effect Specials).",240,No
,Beast Assault 4,"Removes the condition to transform.Inflicts Spd/Def-4 on foe and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials).",300,No
,Beast Follow-Up 1,"If unit's HP = 100%, removes the condition to transform. At start of combat, if unit's HP = 100%, unit makes a guaranteed follow-up attack during combat.",60,No
,Beast Follow-Up 2,"If unit's HP ≥ 50%, removes the condition to transform. At start of combat, if unit's HP ≥ 50%, unit makes a guaranteed follow-up attack during combat.",120,No
,Beast Follow-Up 3,Removes the condition to transform. Unit makes a guaranteed follow-up attack during combat.,240,No
,Beast N Trace 1,"Enables【Canto (Rem. +1)】.If unit's HP = 100%, removes the condition to transform.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",60,No
